SEMEL_YISHUV,SHEM_YISHUV,KALPI2022,Stat2011,yishuv_stat2011
6600,חולון,110,611,66000611
6600,חולון,111,612,66000612
6600,חולון,112,523,66000523
6600,חולון,113,523,66000523
6600,חולון,114,615,66000615
6600,חולון,115,521,66000521
6600,חולון,116,514,66000514
6600,חולון,117,514,66000514
6600,חולון,118,614,66000614
6600,חולון,119,514,66000514
6600,חולון,120,521,66000521
6600,חולון,121,521,66000521
6600,חולון,122,521,66000521
6600,חולון,123,213,66000213
6600,חולון,124,213,66000213
6600,חולון,125,512,66000512
6600,חולון,126,512,66000512
6600,חולון,127,513,66000513
6600,חולון,128,521,66000521
6600,חולון,129,523,66000523
6600,חולון,130,522,66000522
6600,חולון,131,514,66000514
6600,חולון,132,522,66000522
6600,חולון,133,512,66000512
6600,חולון,134,514,66000514
6600,חולון,135,514,66000514
6600,חולון,136,212,66000212
6600,חולון,137,514,66000514
6600,חולון,138,212,66000212
6600,חולון,139,211,66000211
6600,חולון,140,216,66000216
6600,חולון,141,211,66000211
6600,חולון,142,215,66000215
6600,חולון,143,212,66000212
6600,חולון,144,214,66000214
6600,חולון,145,216,66000216
6600,חולון,146,212,66000212
6600,חולון,147,211,66000211
6600,חולון,148,211,66000211
6600,חולון,149,215,66000215
6600,חולון,150,216,66000216
6600,חולון,151,221,66000221
6600,חולון,152,213,66000213
6600,חולון,153,214,66000214
6600,חולון,154,213,66000213
6600,חולון,155,522,66000522
6600,חולון,156,523,66000523
6600,חולון,157,522,66000522
6600,חולון,158,611,66000611
6600,חולון,159,611,66000611
6600,חולון,160,215,66000215
6600,חולון,161,212,66000212
6600,חולון,162,211,66000211
6600,חולון,163,216,66000216
6600,חולון,164,333,66000333
6600,חולון,165,313,66000313
6600,חולון,166,313,66000313
6600,חולון,167,312,66000312
6600,חולון,168,216,66000216
6600,חולון,169,213,66000213
6600,חולון,170,214,66000214
6600,חולון,171,425,66000425
6600,חולון,172,427,66000427
6600,חולון,173,425,66000425
6600,חולון,174,427,66000427
6600,חולון,175,427,66000427
6600,חולון,176,423,66000423
6600,חולון,177,424,66000424
6600,חולון,178,426,66000426
6600,חולון,179,423,66000423
6600,חולון,180,426,66000426
6600,חולון,181,324,66000324
6600,חולון,182,625,66000625
6600,חולון,183,623,66000623
6600,חולון,184,626,66000626
6600,חולון,185,314,66000314
6600,חולון,186,614,66000614
6600,חולון,187,426,66000426
6600,חולון,188,423,66000423
6600,חולון,189,425,66000425
6600,חולון,190,424,66000424
6600,חולון,191,335,66000335
6600,חולון,192,523,66000523
6600,חולון,193,613,66000613
6600,חולון,194,335,66000335
6600,חולון,195,521,66000521
6600,חולון,196,511,66000511
6600,חולון,197,614,66000614
6600,חולון,198,611,66000611
6600,חולון,199,512,66000512
6600,חולון,200,425,66000425
6600,חולון,201,334,66000334
6600,חולון,202,426,66000426
6600,חולון,203,423,66000423
6600,חולון,204,624,66000624
6600,חולון,205,211,66000211
6600,חולון,206,221,66000221
6600,חולון,207,214,66000214
6600,חולון,208,214,66000214
6600,חולון,209,213,66000213
6600,חולון,210,214,66000214
6600,חולון,211,216,66000216
6600,חולון,212,625,66000625
6600,חולון,213,422,66000422
6600,חולון,215,411,66000411
6600,חולון,216,413,66000413
6600,חולון,217,413,66000413
6600,חולון,218,414,66000414
6600,חולון,219,414,66000414
6600,חולון,220,427,66000427
6600,חולון,221,427,66000427
6600,חולון,222,427,66000427
6600,חולון,223,335,66000335
6600,חולון,224,625,66000625
6600,חולון,225,625,66000625
6600,חולון,226,621,66000621
6600,חולון,227,626,66000626
6600,חולון,228,514,66000514
6600,חולון,229,414,66000414
6600,חולון,230,512,66000512
6600,חולון,231,512,66000512
6600,חולון,232,424,66000424
6600,חולון,233,626,66000626
6600,חולון,234,324,66000324
6600,חולון,235,422,66000422
6600,חולון,236,521,66000521
6600,חולון,237,221,66000221
6600,חולון,238,513,66000513
6600,חולון,239,323,66000323
6600,חולון,240,414,66000414
6600,חולון,241,414,66000414
6600,חולון,242,512,66000512
6600,חולון,243,416,66000416
6600,חולון,244,213,66000213
6600,חולון,245,424,66000424
6600,חולון,246,622,66000622
6600,חולון,247,426,66000426
6600,חולון,248,415,66000415
6600,חולון,249,625,66000625
6600,חולון,251,413,66000413
6600,חולון,252,415,66000415
6600,חולון,253,416,66000416
6600,חולון,254,416,66000416
6600,חולון,255,416,66000416
6600,חולון,256,422,66000422
6600,חולון,257,413,66000413
6600,חולון,258,414,66000414
6600,חולון,259,416,66000416
6600,חולון,260,623,66000623
6600,חולון,261,416,66000416
6600,חולון,262,416,66000416
6600,חולון,263,411,66000411
6600,חולון,264,422,66000422
6600,חולון,265,411,66000411
6600,חולון,266,415,66000415
6600,חולון,267,416,66000416
6600,חולון,268,411,66000411
6600,חולון,269,416,66000416
6600,חולון,270,322,66000322
6600,חולון,950,111,66000111
6600,חולון,951,114,66000114
6600,חולון,952,115,66000115
6600,חולון,953,414,66000414
6600,חולון,955,422,66000422
6600,חולון,956,421,66000421
6600,חולון,957,413,66000413
6600,חולון,958,112,66000112
6600,חולון,959,113,66000113
1239,חולית,1,1,12390001
253,חולתה,1,1,2530001
662,חוסן,1,1,6620001
1332,חוסנייה,1,1,13320001
115,חופית,1,1,1150001
374,חוקוק,1,1,3740001
1303,חורה,1,1,13030001
1303,חורה,2,1,13030001
1303,חורה,3,1,13030001
1303,חורה,4,1,13030001
1303,חורה,5,1,13030001
1303,חורה,6,1,13030001
1303,חורה,7,1,13030001
1303,חורה,8,1,13030001
1303,חורה,9,1,13030001
1303,חורה,10,1,13030001
1303,חורה,11,1,13030001
1303,חורה,12,1,13030001
1303,חורה,13,1,13030001
1303,חורה,14,1,13030001
496,חורפיש,1,1,4960001
496,חורפיש,2,1,4960001
496,חורפיש,3,1,4960001
496,חורפיש,4,1,4960001
496,חורפיש,5,1,4960001
496,חורפיש,6,1,4960001
496,חורפיש,7,1,4960001
355,חורשים,1,1,3550001
1047,חזון,1,1,10470001
219,חיבת ציון,1,1,2190001
3643,חיננית,1,1,36430001
3643,חיננית,2,1,36430001
4000,חיפה,1,414,40000414
4000,חיפה,2,324,40000324
4000,חיפה,3,112,40000112
4000,חיפה,4,821,40000821
4000,חיפה,5,527,40000527
4000,חיפה,6,524,40000524
4000,חיפה,13,112,40000112
4000,חיפה,14,111,40000111
4000,חיפה,15,111,40000111
4000,חיפה,21,512,40000512
4000,חיפה,31,112,40000112
4000,חיפה,32,112,40000112
4000,חיפה,33,112,40000112
4000,חיפה,34,112,40000112
4000,חיפה,37,111,40000111
4000,חיפה,50,332,40000332
4000,חיפה,52,311,40000311
4000,חיפה,54,314,40000314
4000,חיפה,57,314,40000314
4000,חיפה,58,321,40000321
4000,חיפה,71,333,40000333
4000,חיפה,72,324,40000324
4000,חיפה,74,324,40000324
4000,חיפה,75,331,40000331
4000,חיפה,77,331,40000331
4000,חיפה,79,332,40000332
4000,חיפה,80,332,40000332
4000,חיפה,81,332,40000332
4000,חיפה,83,333,40000333
4000,חיפה,85,334,40000334
4000,חיפה,86,334,40000334
4000,חיפה,87,334,40000334
4000,חיפה,88,334,40000334
4000,חיפה,89,334,40000334
4000,חיפה,90,418,40000418
4000,חיפה,93,412,40000412
4000,חיפה,96,413,40000413
4000,חיפה,101,418,40000418
4000,חיפה,102,943,40000943
4000,חיפה,120,411,40000411
4000,חיפה,121,413,40000413
4000,חיפה,122,411,40000411
4000,חיפה,123,411,40000411
4000,חיפה,124,411,40000411
4000,חיפה,125,411,40000411
4000,חיפה,126,411,40000411
4000,חיפה,127,413,40000413
4000,חיפה,128,412,40000412
4000,חיפה,129,413,40000413
4000,חיפה,130,412,40000412
4000,חיפה,131,417,40000417
4000,חיפה,132,413,40000413
4000,חיפה,133,414,40000414
4000,חיפה,134,414,40000414
4000,חיפה,135,414,40000414
4000,חיפה,136,414,40000414
4000,חיפה,137,414,40000414
4000,חיפה,138,412,40000412
4000,חיפה,139,414,40000414
4000,חיפה,140,421,40000421
4000,חיפה,141,417,40000417
4000,חיפה,142,418,40000418
4000,חיפה,143,417,40000417
4000,חיפה,144,417,40000417
4000,חיפה,145,417,40000417
4000,חיפה,146,417,40000417
4000,חיפה,147,421,40000421
4000,חיפה,148,421,40000421
4000,חיפה,149,422,40000422
4000,חיפה,150,422,40000422
4000,חיפה,151,424,40000424
4000,חיפה,152,426,40000426
4000,חיפה,153,426,40000426
4000,חיפה,154,426,40000426
4000,חיפה,155,422,40000422
4000,חיפה,156,422,40000422
4000,חיפה,157,426,40000426
4000,חיפה,158,422,40000422
4000,חיפה,159,412,40000412
4000,חיפה,160,422,40000422
4000,חיפה,161,424,40000424
4000,חיפה,162,424,40000424
4000,חיפה,163,424,40000424
4000,חיפה,164,426,40000426
4000,חיפה,165,424,40000424
4000,חיפה,166,424,40000424
4000,חיפה,167,426,40000426
4000,חיפה,168,424,40000424
4000,חיפה,169,931,40000931
4000,חיפה,170,932,40000932
4000,חיפה,171,941,40000941
4000,חיפה,172,934,40000934
4000,חיפה,173,944,40000944
4000,חיפה,174,944,40000944
4000,חיפה,175,932,40000932
4000,חיפה,176,933,40000933
4000,חיפה,177,944,40000944
4000,חיפה,178,932,40000932
4000,חיפה,179,941,40000941
4000,חיפה,180,911,40000911
4000,חיפה,181,932,40000932
4000,חיפה,182,922,40000922
4000,חיפה,183,933,40000933
4000,חיפה,184,911,40000911
4000,חיפה,185,921,40000921
4000,חיפה,186,911,40000911
4000,חיפה,187,933,40000933
4000,חיפה,188,931,40000931
4000,חיפה,189,944,40000944
4000,חיפה,190,931,40000931
4000,חיפה,191,933,40000933
4000,חיפה,192,933,40000933
4000,חיפה,193,922,40000922
4000,חיפה,194,922,40000922
4000,חיפה,195,911,40000911
4000,חיפה,196,921,40000921
4000,חיפה,197,931,40000931
4000,חיפה,198,821,40000821
4000,חיפה,199,921,40000921
4000,חיפה,200,912,40000912
4000,חיפה,201,513,40000513
4000,חיפה,202,525,40000525
4000,חיפה,203,523,40000523
4000,חיפה,204,524,40000524
4000,חיפה,205,524,40000524
4000,חיפה,206,524,40000524
4000,חיפה,207,922,40000922
4000,חיפה,208,512,40000512
4000,חיפה,209,512,40000512
4000,חיפה,210,512,40000512
4000,חיפה,211,512,40000512
4000,חיפה,212,511,40000511
4000,חיפה,213,511,40000511
4000,חיפה,214,525,40000525
4000,חיפה,215,525,40000525
4000,חיפה,216,525,40000525
4000,חיפה,217,525,40000525
4000,חיפה,218,527,40000527
4000,חיפה,219,528,40000528
4000,חיפה,220,526,40000526
4000,חיפה,221,533,40000533
4000,חיפה,222,526,40000526
4000,חיפה,223,533,40000533
4000,חיפה,224,533,40000533
4000,חיפה,225,533,40000533
4000,חיפה,226,533,40000533
4000,חיפה,227,423,40000423
4000,חיפה,228,423,40000423
4000,חיפה,229,423,40000423
4000,חיפה,230,531,40000531
4000,חיפה,231,531,40000531
4000,חיפה,232,531,40000531
4000,חיפה,233,532,40000532
4000,חיפה,234,532,40000532
4000,חיפה,235,526,40000526
4000,חיפה,236,533,40000533
4000,חיפה,237,423,40000423
4000,חיפה,238,423,40000423
4000,חיפה,239,531,40000531
4000,חיפה,240,912,40000912
4000,חיפה,241,511,40000511
4000,חיפה,242,528,40000528
4000,חיפה,243,528,40000528
4000,חיפה,244,423,40000423
4000,חיפה,245,423,40000423
4000,חיפה,246,912,40000912
4000,חיפה,247,912,40000912
4000,חיפה,248,528,40000528
4000,חיפה,249,513,40000513
4000,חיפה,250,513,40000513
4000,חיפה,251,511,40000511
4000,חיפה,252,532,40000532
4000,חיפה,253,511,40000511
4000,חיפה,254,511,40000511
4000,חיפה,255,527,40000527
4000,חיפה,256,511,40000511
4000,חיפה,257,526,40000526
4000,חיפה,258,528,40000528
4000,חיפה,259,523,40000523
4000,חיפה,260,523,40000523
4000,חיפה,261,423,40000423
4000,חיפה,262,911,40000911
4000,חיפה,263,922,40000922
4000,חיפה,264,422,40000422
4000,חיפה,265,532,40000532
4000,חיפה,266,931,40000931
4000,חיפה,267,621,40000621
4000,חיפה,268,522,40000522
4000,חיפה,269,934,40000934
4000,חיפה,270,426,40000426
4000,חיפה,271,527,40000527
4000,חיפה,272,425,40000425
4000,חיפה,273,921,40000921
4000,חיפה,274,611,40000611
4000,חיפה,275,611,40000611
4000,חיפה,276,611,40000611
4000,חיפה,277,612,40000612
4000,חיפה,278,611,40000611
4000,חיפה,279,612,40000612
4000,חיפה,280,612,40000612
4000,חיפה,281,612,40000612
4000,חיפה,282,532,40000532
4000,חיפה,283,621,40000621
4000,חיפה,284,621,40000621
4000,חיפה,285,621,40000621
4000,חיפה,286,522,40000522
4000,חיפה,287,621,40000621
4000,חיפה,288,613,40000613
4000,חיפה,289,621,40000621
4000,חיפה,290,613,40000613
4000,חיפה,291,613,40000613
4000,חיפה,292,613,40000613
4000,חיפה,293,632,40000632
4000,חיפה,294,632,40000632
4000,חיפה,295,613,40000613
4000,חיפה,296,621,40000621
4000,חיפה,297,632,40000632
4000,חיפה,298,632,40000632
4000,חיפה,299,632,40000632
4000,חיפה,300,425,40000425
4000,חיפה,301,633,40000633
4000,חיפה,302,525,40000525
4000,חיפה,303,633,40000633
4000,חיפה,304,634,40000634
4000,חיפה,305,634,40000634
4000,חיפה,306,634,40000634
4000,חיפה,307,634,40000634
4000,חיפה,308,633,40000633
4000,חיפה,309,934,40000934
4000,חיפה,310,631,40000631
4000,חיפה,311,631,40000631
4000,חיפה,312,124,40000124
4000,חיפה,313,623,40000623
4000,חיפה,314,623,40000623
4000,חיפה,315,631,40000631
4000,חיפה,316,631,40000631
4000,חיפה,317,631,40000631
4000,חיפה,318,631,40000631
4000,חיפה,319,623,40000623
4000,חיפה,320,622,40000622
4000,חיפה,321,622,40000622
4000,חיפה,322,522,40000522
4000,חיפה,323,622,40000622
4000,חיפה,324,522,40000522
4000,חיפה,325,623,40000623
4000,חיפה,326,622,40000622
4000,חיפה,327,622,40000622
4000,חיפה,328,642,40000642
4000,חיפה,329,642,40000642
4000,חיפה,330,611,40000611
4000,חיפה,331,642,40000642
4000,חיפה,332,642,40000642
4000,חיפה,333,642,40000642
4000,חיפה,334,526,40000526
4000,חיפה,335,641,40000641
4000,חיפה,336,641,40000641
4000,חיפה,337,641,40000641
4000,חיפה,338,641,40000641
4000,חיפה,339,713,40000713
4000,חיפה,340,641,40000641
4000,חיפה,341,643,40000643
4000,חיפה,342,641,40000641
4000,חיפה,343,643,40000643
4000,חיפה,344,631,40000631
4000,חיפה,345,521,40000521
4000,חיפה,346,732,40000732
4000,חיפה,347,521,40000521
4000,חיפה,348,521,40000521
4000,חיפה,349,713,40000713
4000,חיפה,350,714,40000714
4000,חיפה,351,714,40000714
4000,חיפה,352,714,40000714
4000,חיפה,353,714,40000714
4000,חיפה,354,623,40000623
4000,חיפה,355,723,40000723
4000,חיפה,356,714,40000714
4000,חיפה,357,723,40000723
4000,חיפה,358,943,40000943
4000,חיפה,359,934,40000934
4000,חיפה,360,824,40000824
4000,חיפה,361,824,40000824
4000,חיפה,362,824,40000824
4000,חיפה,363,934,40000934
4000,חיפה,364,911,40000911
4000,חיפה,365,911,40000911
4000,חיפה,366,942,40000942
4000,חיפה,368,943,40000943
4000,חיפה,369,813,40000813
4000,חיפה,370,813,40000813
4000,חיפה,371,942,40000942
4000,חיפה,372,813,40000813
4000,חיפה,373,943,40000943
4000,חיפה,374,712,40000712
4000,חיפה,375,712,40000712
4000,חיפה,376,712,40000712
4000,חיפה,377,713,40000713
4000,חיפה,378,723,40000723
4000,חיפה,379,713,40000713
4000,חיפה,380,713,40000713
4000,חיפה,381,713,40000713
4000,חיפה,382,713,40000713
4000,חיפה,383,644,40000644
4000,חיפה,384,711,40000711
4000,חיפה,385,731,40000731
4000,חיפה,386,711,40000711
4000,חיפה,387,713,40000713
4000,חיפה,388,712,40000712
4000,חיפה,389,731,40000731
4000,חיפה,390,712,40000712
4000,חיפה,391,712,40000712
4000,חיפה,392,722,40000722
4000,חיפה,393,731,40000731
4000,חיפה,394,723,40000723
4000,חיפה,395,714,40000714
4000,חיפה,396,723,40000723
4000,חיפה,397,723,40000723
4000,חיפה,398,722,40000722
4000,חיפה,399,722,40000722
4000,חיפה,400,722,40000722
4000,חיפה,401,721,40000721
4000,חיפה,402,721,40000721
4000,חיפה,403,811,40000811
4000,חיפה,404,811,40000811
4000,חיפה,405,811,40000811
4000,חיפה,406,811,40000811
4000,חיפה,407,732,40000732
4000,חיפה,408,732,40000732
4000,חיפה,409,822,40000822
4000,חיפה,410,822,40000822
4000,חיפה,411,721,40000721
4000,חיפה,412,732,40000732
4000,חיפה,413,821,40000821
4000,חיפה,414,732,40000732
4000,חיפה,415,821,40000821
4000,חיפה,416,721,40000721
4000,חיפה,417,732,40000732
4000,חיפה,418,733,40000733
4000,חיפה,419,733,40000733
4000,חיפה,420,821,40000821
4000,חיפה,421,733,40000733
4000,חיפה,422,732,40000732
4000,חיפה,423,733,40000733
4000,חיפה,424,731,40000731
4000,חיפה,425,514,40000514
4000,חיפה,426,531,40000531
4000,חיפה,427,513,40000513
4000,חיפה,428,514,40000514
4000,חיפה,429,514,40000514
4000,חיפה,430,711,40000711
4000,חיפה,431,732,40000732
4000,חיפה,432,731,40000731
4000,חיפה,433,733,40000733
4000,חיפה,434,514,40000514
4000,חיפה,435,721,40000721
4000,חיפה,436,811,40000811
4000,חיפה,437,722,40000722
4000,חיפה,438,942,40000942
4000,חיפה,439,433,40000433
4000,חיפה,440,433,40000433
4000,חיפה,441,433,40000433
4000,חיפה,445,821,40000821
4000,חיפה,446,822,40000822
4000,חיפה,449,932,40000932
4000,חיפה,450,941,40000941
4000,חיפה,451,932,40000932
4000,חיפה,452,932,40000932
4000,חיפה,453,944,40000944
4000,חיפה,454,944,40000944
4000,חיפה,455,944,40000944
4000,חיפה,456,943,40000943
4000,חיפה,460,824,40000824
4000,חיפה,461,912,40000912
4000,חיפה,462,823,40000823
4000,חיפה,463,528,40000528
4000,חיפה,464,531,40000531
4000,חיפה,465,823,40000823
4000,חיפה,466,425,40000425
4000,חיפה,701,122,40000122
4000,חיפה,702,122,40000122
4000,חיפה,703,122,40000122
4000,חיפה,704,122,40000122
4000,חיפה,705,122,40000122
4000,חיפה,706,122,40000122
4000,חיפה,707,122,40000122
4000,חיפה,708,122,40000122
4000,חיפה,711,121,40000121
4000,חיפה,712,121,40000121
4000,חיפה,713,121,40000121
4000,חיפה,714,121,40000121
4000,חיפה,715,121,40000121
4000,חיפה,716,121,40000121
4000,חיפה,717,121,40000121
4000,חיפה,720,131,40000131
4000,חיפה,721,133,40000133
4000,חיפה,722,133,40000133
4000,חיפה,723,133,40000133
4000,חיפה,724,132,40000132
4000,חיפה,725,131,40000131
4000,חיפה,726,135,40000135
4000,חיפה,727,135,40000135
4000,חיפה,728,131,40000131
4000,חיפה,729,132,40000132
4000,חיפה,730,131,40000131
4000,חיפה,731,134,40000134
4000,חיפה,732,134,40000134
4000,חיפה,733,135,40000135
4000,חיפה,734,134,40000134
4000,חיפה,735,135,40000135
4000,חיפה,736,134,40000134
4000,חיפה,737,133,40000133
4000,חיפה,738,132,40000132
4000,חיפה,739,135,40000135
4000,חיפה,740,135,40000135
4000,חיפה,741,134,40000134
4000,חיפה,742,134,40000134
4000,חיפה,743,132,40000132
4000,חיפה,744,135,40000135
4000,חיפה,745,133,40000133
4000,חיפה,746,131,40000131
4000,חיפה,950,211,40000211
4000,חיפה,951,213,40000213
4000,חיפה,952,212,40000212
4000,חיפה,953,231,40000231
4000,חיפה,954,223,40000223
4000,חיפה,955,232,40000232
4000,חיפה,956,222,40000222
4000,חיפה,957,221,40000221
4000,חיפה,958,812,40000812
4000,חיפה,959,945,40000945
4000,חיפה,960,431,40000431
4000,חיפה,961,823,40000823
4000,חיפה,962,825,40000825
4000,חיפה,963,715,40000715
4000,חיפה,964,123,40000123
4000,חיפה,965,434,40000434
4000,חיפה,966,433,40000433
4000,חיפה,967,432,40000432
4000,חיפה,968,433,40000433
4000,חיפה,971,214,40000214
162,חירות,1,1,1620001
162,חירות,2,1,1620001
1272,חלוץ,1,1,12720001
820,חלץ,1,1,8200001
993,חמאם,1,1,9930001
993,חמאם,2,1,9930001
801,חמד,1,1,8010001
343,חמדיה,1,1,3430001
3646,חמדת,1,1,36460001
3609,חמרה,1,1,36090001
807,חניאל,1,1,8070001
280,חניתה,1,1,2800001
1257,חנתון,1,1,12570001
4005,חספין,1,1,40050001
4005,חספין,2,1,40050001
363,חפץ חיים,1,1,3630001
90,חפצי-בה,1,1,900001
700,חצב,1,1,7000001
700,חצב,2,1,7000001
13,חצבה,1,1,130001
2034,חצור הגלילית,1,1,20340001
2034,חצור הגלילית,2,1,20340001
2034,חצור הגלילית,3,1,20340001
2034,חצור הגלילית,4,1,20340001
2034,חצור הגלילית,5,1,20340001
2034,חצור הגלילית,6,1,20340001
2034,חצור הגלילית,7,1,20340001
2034,חצור הגלילית,8,1,20340001
2034,חצור הגלילית,9,1,20340001
2034,חצור הגלילית,10,1,20340001
2034,חצור הגלילית,11,1,20340001
2034,חצור הגלילית,13,1,20340001
2034,חצור הגלילית,990,1,20340001
406,חצור-אשדוד,1,1,4060001
397,חצרים,1,1,3970001
397,חצרים,2,1,3970001
422,חרב לאת,1,1,4220001
1024,חרוצים,1,1,10240001
1247,חריש,1,1,12470001
1247,חריש,2,1,12470001
1247,חריש,3,1,12470001
1247,חריש,4,1,12470001
1247,חריש,5,1,12470001
1247,חריש,6,1,12470001
1247,חריש,7,1,12470001
1247,חריש,8,1,12470001
1247,חריש,9,1,12470001
1247,חריש,10,1,12470001
1247,חריש,11,1,12470001
1247,חריש,12,1,12470001
1247,חריש,13,1,12470001
1247,חריש,14,1,12470001
1247,חריש,15,1,12470001
1247,חריש,16,1,12470001
1247,חריש,17,1,12470001
1247,חריש,18,1,12470001
1247,חריש,19,1,12470001
1247,חריש,20,1,12470001
1247,חריש,22,1,12470001
1247,חריש,23,1,12470001
1247,חריש,24,1,12470001
1247,חריש,25,1,12470001
1247,חריש,26,1,12470001
1247,חריש,27,1,12470001
1247,חריש,990,1,12470001
3717,חרמש,1,1,37170001
1209,חרשים,1,1,12090001
3770,חשמונאים,1,1,37700001
3770,חשמונאים,2,1,37700001
3770,חשמונאים,3,1,37700001
3770,חשמונאים,4,1,37700001
6700,טבריה,1,11,67000011
6700,טבריה,2,12,67000012
6700,טבריה,3,12,67000012
6700,טבריה,4,12,67000012
6700,טבריה,5,13,67000013
6700,טבריה,6,11,67000011
6700,טבריה,7,13,67000013
6700,טבריה,8,11,67000011
6700,טבריה,9,11,67000011
6700,טבריה,10,11,67000011
6700,טבריה,11,12,67000012
6700,טבריה,12,14,67000014
6700,טבריה,13,14,67000014
6700,טבריה,14,12,67000012
6700,טבריה,15,22,67000022
6700,טבריה,16,23,67000023
6700,טבריה,17,12,67000012
6700,טבריה,18,21,67000021
6700,טבריה,19,15,67000015
6700,טבריה,20,15,67000015
6700,טבריה,21,21,67000021
6700,טבריה,22,21,67000021
6700,טבריה,23,23,67000023
6700,טבריה,24,21,67000021
6700,טבריה,25,22,67000022
6700,טבריה,26,23,67000023
6700,טבריה,27,21,67000021
6700,טבריה,28,23,67000023
6700,טבריה,29,22,67000022
6700,טבריה,30,31,67000031
6700,טבריה,31,31,67000031
6700,טבריה,32,36,67000036
6700,טבריה,33,36,67000036
6700,טבריה,34,36,67000036
6700,טבריה,35,32,67000032
6700,טבריה,36,32,67000032
6700,טבריה,37,32,67000032
6700,טבריה,38,25,67000025
6700,טבריה,39,31,67000031
6700,טבריה,40,34,67000034
6700,טבריה,41,34,67000034
6700,טבריה,42,34,67000034
6700,טבריה,43,25,67000025
6700,טבריה,44,33,67000033
6700,טבריה,45,33,67000033
6700,טבריה,46,33,67000033
6700,טבריה,47,25,67000025
6700,טבריה,48,36,67000036
6700,טבריה,49,11,67000011
6700,טבריה,50,11,67000011
6700,טבריה,51,13,67000013
6700,טבריה,52,21,67000021
6700,טבריה,53,24,67000024
6700,טבריה,54,24,67000024
6700,טבריה,55,23,67000023
6700,טבריה,56,31,67000031
6700,טבריה,57,36,67000036
6700,טבריה,58,25,67000025
6700,טבריה,59,32,67000032
6700,טבריה,60,31,67000031
6700,טבריה,61,11,67000011
6700,טבריה,950,24,67000024
6700,טבריה,951,35,67000035
962,טובא-זנגריה,1,1,9620001
962,טובא-זנגריה,2,1,9620001
962,טובא-זנגריה,3,1,9620001
962,טובא-זנגריה,4,1,9620001
962,טובא-זנגריה,5,1,9620001
962,טובא-זנגריה,6,1,9620001
962,טובא-זנגריה,7,1,9620001
962,טובא-זנגריה,8,1,9620001
497,טייבה (בעמק),1,1,4970001
497,טייבה (בעמק),2,1,4970001
663,טירת יהודה,1,1,6630001
663,טירת יהודה,2,1,6630001
2100,טירת כרמל,1,5,21000005
2100,טירת כרמל,3,3,21000003
2100,טירת כרמל,4,5,21000005
2100,טירת כרמל,5,7,21000007
2100,טירת כרמל,6,6,21000006
2100,טירת כרמל,7,6,21000006
2100,טירת כרמל,8,6,21000006
2100,טירת כרמל,9,6,21000006
2100,טירת כרמל,10,6,21000006
2100,טירת כרמל,11,4,21000004
2100,טירת כרמל,12,7,21000007
2100,טירת כרמל,13,4,21000004
2100,טירת כרמל,14,7,21000007
2100,טירת כרמל,15,4,21000004
2100,טירת כרמל,16,5,21000005
2100,טירת כרמל,17,3,21000003
2100,טירת כרמל,18,7,21000007
2100,טירת כרמל,19,5,21000005
2100,טירת כרמל,20,3,21000003
2100,טירת כרמל,21,3,21000003
2100,טירת כרמל,22,3,21000003
2100,טירת כרמל,23,3,21000003
2100,טירת כרמל,24,3,21000003
2100,טירת כרמל,25,5,21000005
2100,טירת כרמל,26,5,21000005
2100,טירת כרמל,27,5,21000005
2100,טירת כרמל,28,2,21000002
2100,טירת כרמל,29,7,21000007
2100,טירת כרמל,30,4,21000004
2100,טירת כרמל,31,1,21000001
2100,טירת כרמל,32,2,21000002
2100,טירת כרמל,33,2,21000002
2100,טירת כרמל,34,7,21000007
2100,טירת כרמל,35,7,21000007
2100,טירת כרמל,36,2,21000002
2100,טירת כרמל,37,7,21000007
2100,טירת כרמל,950,1,21000001
2100,טירת כרמל,951,2,21000002
268,טירת צבי,1,1,2680001
462,טל שחר,1,1,4620001
462,טל שחר,2,1,4620001
1181,טל-אל,1,1,11810001
1181,טל-אל,2,1,11810001
1177,טללים,1,1,11770001
3788,טלמון,1,1,37880001
3788,טלמון,2,1,37880001
3788,טלמון,3,1,37880001
3788,טלמון,4,1,37880001
547,טמרה (יזרעאל),1,1,5470001
547,טמרה (יזרעאל),2,1,5470001
3743,טנא,1,1,37430001
1214,טפחות,1,1,12140001
1295,יאנוח-ג'ת,1,1,12950001
1295,יאנוח-ג'ת,2,1,12950001
1295,יאנוח-ג'ת,3,1,12950001
1295,יאנוח-ג'ת,4,1,12950001
1295,יאנוח-ג'ת,5,1,12950001
1295,יאנוח-ג'ת,6,1,12950001
1295,יאנוח-ג'ת,7,1,12950001
1295,יאנוח-ג'ת,8,1,12950001
1232,יבול,1,1,12320001
46,יבנאל,1,1,460001
46,יבנאל,2,1,460001
46,יבנאל,3,1,460001
46,יבנאל,4,1,460001
2660,יבנה,1,4,26600004
2660,יבנה,2,4,26600004
2660,יבנה,3,6,26600006
2660,יבנה,4,6,26600006
2660,יבנה,5,7,26600007
2660,יבנה,6,7,26600007
2660,יבנה,7,6,26600006
2660,יבנה,8,7,26600007
2660,יבנה,9,6,26600006
2660,יבנה,10,7,26600007
2660,יבנה,11,4,26600004
2660,יבנה,12,2,26600002
2660,יבנה,13,3,26600003
2660,יבנה,14,2,26600002
2660,יבנה,15,3,26600003
2660,יבנה,16,5,26600005
2660,יבנה,17,5,26600005
2660,יבנה,18,5,26600005
